id,user,created_at,text,fav,RT,follower,follows,user_id
1298285028317618179,jishin_dema,2020-08-25 15:44:06,コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,146,175,57544,22,265989245
1298285028317618179,jishin_dema,2020-08-25 15:44:06,コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,146,175,57544,22,265989245
1298285028317618179,jishin_dema,2020-08-25 15:44:06,コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,146,175,57544,22,265989245
1298285028317618179,jishin_dema,2020-08-25 15:44:06,コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,146,175,57544,22,265989245
1298285028317618179,jishin_dema,2020-08-25 15:44:06,コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,146,175,57544,22,265989245
1298624997322194945,Bonboriman,2020-08-26 14:15:01,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,93,30,245254485
1298582496423157760,k_z_o_0,2020-08-26 11:26:08,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,417,359,3238607251
1298550996117778434,tokage_yam,2020-08-26 09:20:58,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,173,287,2852587927
1298533570739281920,xxnakoxxxu,2020-08-26 08:11:43,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,213,548,988816416
1298530507773243393,koikoi11,2020-08-26 07:59:33,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,92,221,134126024
1298528711239639040,y_y6181,2020-08-26 07:52:24,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,1116,694,130044382
1298525633421520896,noumin_T,2020-08-26 07:40:11,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,3402,981,326258542
1298518121238556672,kow_yoshi,2020-08-26 07:10:20,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,1499,805,110925811
1298508066506207232,munyol753,2020-08-26 06:30:22,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,1575,98,769007534967357441
1298504341410607104,sousai_h,2020-08-26 06:15:34,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,8084,2646,483483910
1298492098589503488,tem_fsEdwxWAc,2020-08-26 05:26:55,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,2760,1061,117297880
1298491531557351426,ItoShizukasuki,2020-08-26 05:24:40,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,470,3898,133910948
1298491441925091328,HopeTalk2You,2020-08-26 05:24:19,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,211,371,743051562117791744
1298490895667359744,taiki_nishimura,2020-08-26 05:22:08,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,7347,3295,87332814
1298490223936987136,su_san8,2020-08-26 05:19:28,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,1564,1595,49076069
1298480413829033984,moaitentyou,2020-08-26 04:40:29,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,1832,2410,449824192
1298472688738922496,yoshiful_saney,2020-08-26 04:09:48,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,1104,1375,1165284414
1298471520956686336,brodymitsu,2020-08-26 04:05:09,RT @jishin_dema: コロナ対策の家賃給付事業について「中抜き批判のため外部に委託されなかった」というツイートが拡散されていますが、誤り。外部委託はされています https://t.co/BLDfePMLcG,0,175,157,242,91133869
